Q63ZY3	Q1HVB5	1	0.9999853140784418
Q9Y6N5	P0C737	1	0.9999997012728279
P40189	P0C737	1	0.9999762211180604
O95573	P0CK57	1	0.9999999980165659
Q9Y6C9	Q1HVG0	1	0.8874620360011043
P62195	Q1HVJ2	1	0.12716172526168415
Q9ULX6	Q1HVI8	1	3.9796435707349335e-06
O43294	P0CK57	1	0.9999999565754286
Q13416	Q1HVF7	1	0.7279253620994313
P53618	P0C6Z9	1	0.999637307707213
O43242	Q1HVJ2	1	0.9901989011271133
Q96J02	Q1HVJ2	1	0.9997985003347245
Q7Z4F1	Q1HVJ2	1	0.9470117681685993
Q63ZY3	Q1HVI8	1	0.9705391112766594
Q71U36	P0CK54	1	0.9998658397430465
P13489	P0CK48	1	0.9970664173287037
O75381	Q1HVD3	1	0.9415711955970834
P61289	P0C742	1	0.9999998428577426
P28074	Q1HVJ2	1	0.8746054549265784
O76031	Q1HVI8	1	0.0001257523507683764
O96006	P0CK48	1	0.9999966677220343
Q8N2K0	P0CK57	1	0.9999999752984773
P19838	Q1HVG1	1	0.08523188074541051
P50402	P0C6Z1	1	0.9999781330699258
Q8TCT9	P0C737	1	0.9998259818030367
Q9HC07	P0CK50	1	0.9999962851474281
Q9BYM8	P0CK48	1	0.8676814149389181
O43889	Q1HVG2	1	0.028340093055579347
P49368	P0CK57	1	0.9999999326380226
P10909	Q1HVI8	1	0.0001513821733882158
Q96CV9	P0CK54	1	0.9988667673594428
Q15233	Q1HVI8	1	0.06892339511840259
O00505	Q1HVF7	1	0.9768362557383587
Q99653	P0C737	1	0.9996271896562434
P60900	Q1HVJ2	1	0.00998643358484237
Q12906	Q1HVI8	1	2.4190674572899524e-05
P31689	P0CK48	1	0.8688041470511271
P62269	Q1HVI8	1	0.0002671159289058062
P36578	Q69138	1	0.9999856816564675
Q9Y6C9	Q1HVD3	1	0.9998994689298584
Q8TCT7	P0C6Z1	1	0.99758283191586
Q12824	Q69022	1	0.0028494134241361458
Q63ZY3	Q1HVD3	1	0.9997711234613118
Q8IZ07	Q1HVJ2	1	0.9980077869753439
P62081	Q1HVF7	1	0.9999686211791022
Q13443	P0CK50	1	0.999995595301581
P28799	Q1HVB5	1	0.9999998735998896
Q9NZQ3	P0C705	1	0.9999992594489229
P07237	P0C6Z1	1	0.9991981701340352
Q70UQ0	P0CK57	1	0.9999998208859632
Q9GZM8	P0C6Z1	1	0.9906914653999941
P49023	P0CK48	1	0.9742786832457296
P62508	P0C763	1	0.001435294524795975
P53618	P0C737	1	0.999835903688897
Q86UL3	P0C737	1	0.996029600163244
P05166	Q1HVI8	1	0.00021188986921584534
Q01813	P0CK57	1	0.9999995824061804
Q9UNM6	Q1HVD3	1	0.9996469777504927
O14683	P0C737	1	0.9919058625609534
P23246	Q1HVI8	1	5.558251542787626e-05
Q5SRE7	P0C723	1	0.9999995750784272
P62277	Q1HVF7	1	0.9160072588362764
P40227	P0CK48	1	0.2593121964115887
Q3KQU3	Q1HVF7	1	0.9970177715833766
O15269	P0CK57	1	0.9999996729768145
O95817	P0C6Z1	1	0.9999713925925293
Q16206	Q1HVD1	1	0.9999060629868153
O00264	P0CK50	1	0.9993670768539079
Q96N66	P0C737	1	0.9999999832952348
Q9BQB6	Q1HVJ2	1	0.9999552032723951
Q15392	P0C737	1	0.9999395784958823
P0CG48	Q1HVI8	1	0.00025937347625751674
P17813	P0C737	1	0.9914235138942328
P46778	Q1HVF7	1	0.9866264340711753
Q3SXM5	P0C737	1	0.9975194122580604
Q06330	Q69022	1	0.9997807917447098
Q96CS3	Q1HVJ2	1	0.9007694475694279
Q92734	Q1HVG1	1	0.9178443963656396
Q9UJV3	P0C763	1	0.9999942500523641
P25789	Q1HVJ2	1	0.14290610459294104
Q99460	P0CK57	1	0.9999997761265867
P62241	Q1HVI8	1	0.0003108008039550055
P05556	P0CK57	1	0.9999999956984977
Q9H2V7	P0C6Z1	1	0.9999988420114976
O60725	P0C6Z1	1	0.9995475663394023
Q9UBX5	Q69022	1	0.9961622145207101
P25786	Q1HVD3	1	0.9945386165768784
Q9Y5V3	P0CK57	1	0.9999999161203897
P30530	Q1HVJ2	1	0.975288535636077
Q9UGP8	P0C737	1	0.9999965588598702
Q93062	Q1HVG1	1	0.9995507170615195
P07196	Q1HVD1	1	0.2619904809443089
Q92759	Q69022	1	2.2990965962320824e-06
P35613	P0CK57	1	0.9999997673467971
P50402	Q1HVB5	1	0.9997215502127984
Q15012	Q1HVJ2	1	0.9930286095559853
Q12800	Q1HVG4	1	0.9730152576715766
Q9Y305	Q1HVD1	1	0.0015834670524618503
Q9UBB9	P0C763	1	0.011818460585193643
Q13363	Q69138	1	0.8149978737271922
Q99623	Q1HVJ2	1	0.9908362023524269
O14828	P0C737	1	0.9997677235721272
P10809	Q1HVI8	1	0.02317727596715689
O60220	Q1HVD3	1	0.9996123314881267
Q96JJ7	P0CK57	1	0.9999999704236329
Q9HCU0	P0C6Z1	1	0.9992840234543288
P28072	Q1HVI8	1	0.001129847540730973
P04637	Q1HVI8	1	0.0010898894525131193
Q8IZ07	P0C737	1	0.9988164418762242
P38432	Q1HVH2	1	0.9486051309228206
Q8TAP6	P0C742	1	0.8496504864145373
P50479	P0CK57	1	0.9999995900589769
Q99729	Q1HVI8	1	0.10473904533702565
P28300	P0C737	1	0.9999622973287242
Q12797	P0CK57	1	0.9999999999287341
O95816	Q1HVI8	1	0.8392638402273365
Q71UM5	P0CK50	1	0.9999997799245521
P29966	P0CK57	1	0.9999999242206103
Q969G5	Q1HVB5	1	0.9971365429699679
Q15165	P0C6Z1	1	0.9994896382593226
P48643	P0CK57	1	0.999999999614549
P63279	P0C737	1	0.9999997866698591
Q9UDY4	Q1HVI8	1	0.007072144741656445
P30626	Q69022	1	0.6932252440082294
Q9Y228	P0CK48	1	0.9999943209517606
O43865	Q1HVI8	1	4.057024222883382e-05
P08240	P0CK57	1	0.9999999942965074
P42677	P0CK48	1	0.9937908462538799
Q96J84	P0C737	1	0.9988107998438082
P16070	Q1HVJ2	1	0.998799564492543
Q99653	P0C6Z1	1	0.9999897794049962
O00308	P0C723	1	0.9999987486416684
Q8N5R6	Q1HVE9	1	0.0054498009813449995
O60831	P0CK50	1	0.9999920432017231
P67870	Q1HVF7	1	0.9999969607739744
O60812	Q1HVI8	1	0.002642384275009735
P49006	P0C6Z1	1	0.9981398979530132
Q8N4L2	P0CK57	1	0.9999996961264572
P62508	Q1HVI8	1	9.564783370626182e-05
Q9UI14	P0C6Z1	1	0.9999957097001008
Q9Y5G0	P0CK57	1	0.9996629190164592
O43294	P0C737	1	0.9999818262709694
Q16527	P0CK57	1	0.9999996317407878
Q14103	Q1HVI8	1	0.0300990989731238
Q5W0B1	Q1HVI8	1	0.003279638856306248
P55735	Q1HVI8	1	0.0008411956126758969
P25445	P0C737	1	0.9998577311382912
Q9Y5M8	Q1HVD1	1	0.0011609068695795683
P07196	P0C6Z9	1	0.9999613677586375
Q9NXH8	P0CK48	1	0.9993184249758384
